ID,Name,Date,Temperature,Humidity,Rain
4,Tram_Da_Lat,2025-03-22,18.0,64.8,36.9
4,Tram_Da_Lat,2025-03-23,21.7,79.4,25.9
4,Tram_Da_Lat,2025-03-24,15.0,66.8,27.4
4,Tram_Da_Lat,2025-03-25,13.1,74.1,6.0
4,Tram_Da_Lat,2025-03-26,21.1,67.2,36.6
4,Tram_Da_Lat,2025-03-27,19.4,74.0,2.9
4,Tram_Da_Lat,2025-03-28,23.4,83.6,31.1
4,Tram_Da_Lat,2025-03-29,21.0,92.5,33.9
4,Tram_Da_Lat,2025-03-30,16.6,76.1,13.5
4,Tram_Da_Lat,2025-03-31,20.7,89.4,4.0
4,Tram_Da_Lat,2025-04-01,22.6,98.3,36.6
4,Tram_Da_Lat,2025-04-02,NA,61.3,22.8
4,Tram_Da_Lat,2025-04-03,15.7,64.1,5.8
4,Tram_Da_Lat,2025-04-04,27.6,68.6,5.3
4,Tram_Da_Lat,2025-04-05,27.9,64.1,40.9
4,Tram_Da_Lat,2025-04-06,10.7,73.9,28.9
4,Tram_Da_Lat,2025-04-07,12.2,61.6,13.1
4,Tram_Da_Lat,2025-04-08,26.6,72.8,23.4
4,Tram_Da_Lat,2025-04-09,14.4,65.4,27.1
4,Tram_Da_Lat,2025-04-10,22.4,76.8,30.3
4,Tram_Da_Lat,2025-04-11,26.4,98.6,22.0
4,Tram_Da_Lat,2025-04-12,14.6,98.8,15.0
4,Tram_Da_Lat,2025-04-13,10.5,92.0,25.9
4,Tram_Da_Lat,2025-04-14,18.8,73.1,1.6
4,Tram_Da_Lat,2025-04-15,20.4,82.2,50.0
4,Tram_Da_Lat,2025-04-16,16.3,82.9,24.6
4,Tram_Da_Lat,2025-04-17,21.3,88.2,42.3
4,Tram_Da_Lat,2025-04-18,18.5,75.6,42.5
4,Tram_Da_Lat,2025-04-19,26.2,86.7,20.4
4,Tram_Da_Lat,2025-04-20,22.7,70.2,33.9
4,Tram_Da_Lat,2025-04-21,21.0,99.3,2.4
4,Tram_Da_Lat,2025-04-22,15.9,99.3,45.9
4,Tram_Da_Lat,2025-04-23,20.8,95.3,39.6
4,Tram_Da_Lat,2025-04-24,20.1,63.3,15.1
4,Tram_Da_Lat,2025-04-25,23.3,82.3,49.5
4,Tram_Da_Lat,2025-04-26,19.6,99.6,44.6
4,Tram_Da_Lat,2025-04-27,20.2,94.9,22.1
4,Tram_Da_Lat,2025-04-28,18.8,87.8,34.9
4,Tram_Da_Lat,2025-04-29,13.6,66.8,24.9
4,Tram_Da_Lat,2025-04-30,12.5,72.1,33.5
4,Tram_Da_Lat,2025-05-01,23.1,67.6,21.9
4,Tram_Da_Lat,2025-05-02,14.3,69.2,40.3
4,Tram_Da_Lat,2025-05-03,16.4,74.5,48.3
4,Tram_Da_Lat,2025-05-04,27.6,65.2,18.7
4,Tram_Da_Lat,2025-05-05,22.2,90.4,26.8
4,Tram_Da_Lat,2025-05-06,23.8,99.9,33.8
4,Tram_Da_Lat,2025-05-07,26.5,88.2,47.1
4,Tram_Da_Lat,2025-05-08,17.6,92.0,21.5
4,Tram_Da_Lat,2025-05-09,19.4,73.4,31.8
4,Tram_Da_Lat,2025-05-10,14.9,69.6,28.9
4,Tram_Da_Lat,2025-05-11,19.8,71.4,39.8
4,Tram_Da_Lat,2025-05-12,15.3,74.1,45.5
4,Tram_Da_Lat,2025-05-13,12.0,68.9,44.3
4,Tram_Da_Lat,2025-05-14,25.2,91.2,0.2
4,Tram_Da_Lat,2025-05-15,14.4,97.8,10.7
4,Tram_Da_Lat,2025-05-16,27.0,94.9,6.4
4,Tram_Da_Lat,2025-05-17,25.2,82.5,1.7
4,Tram_Da_Lat,2025-05-18,13.3,88.6,22.6
4,Tram_Da_Lat,2025-05-19,15.8,84.3,29.9
4,Tram_Da_Lat,2025-05-20,22.3,85.8,23.5
4,Tram_Da_Lat,2025-05-21,22.5,82.6,26.5
4,Tram_Da_Lat,2025-05-22,22.7,82.3,9.2
4,Tram_Da_Lat,2025-05-23,13.1,70.5,8.6
4,Tram_Da_Lat,2025-05-24,24.8,70.7,19.4
4,Tram_Da_Lat,2025-05-25,14.7,79.7,15.5
4,Tram_Da_Lat,2025-05-26,21.1,73.3,4.4
4,Tram_Da_Lat,2025-05-27,17.6,81.4,47.8
4,Tram_Da_Lat,2025-05-28,23.4,87.0,41.1
4,Tram_Da_Lat,2025-05-29,21.9,60.4,25.5
4,Tram_Da_Lat,2025-05-30,18.9,79.1,28.6
4,Tram_Da_Lat,2025-05-31,27.7,68.4,5.3
4,Tram_Da_Lat,2025-06-01,23.5,84.6,39.0
4,Tram_Da_Lat,2025-06-02,13.1,67.6,11.7
4,Tram_Da_Lat,2025-06-03,22.1,76.4,36.6
4,Tram_Da_Lat,2025-06-04,21.1,93.8,30.0
4,Tram_Da_Lat,2025-06-05,24.9,61.5,20.4
4,Tram_Da_Lat,2025-06-06,NA,61.9,2.8
4,Tram_Da_Lat,2025-06-07,15.0,97.1,15.9
4,Tram_Da_Lat,2025-06-08,25.8,94.6,32.5
4,Tram_Da_Lat,2025-06-09,12.3,61.6,36.9
4,Tram_Da_Lat,2025-06-10,NA,78.2,27.4
4,Tram_Da_Lat,2025-06-11,18.3,88.8,22.6
4,Tram_Da_Lat,2025-06-12,11.2,88.6,41.3
4,Tram_Da_Lat,2025-06-13,15.0,94.3,49.9
4,Tram_Da_Lat,2025-06-14,25.4,91.2,31.8
4,Tram_Da_Lat,2025-06-15,23.0,61.1,20.7
4,Tram_Da_Lat,2025-06-16,13.1,92.2,27.3
4,Tram_Da_Lat,2025-06-17,19.9,85.4,11.4
4,Tram_Da_Lat,2025-06-18,10.9,67.3,11.5
4,Tram_Da_Lat,2025-06-19,25.8,81.9,41.8
4,Tram_Da_Lat,2025-06-20,23.1,95.5,14.1
4,Tram_Da_Lat,2025-06-21,12.5,74.9,11.1
4,Tram_Da_Lat,2025-06-22,13.5,79.1,25.2
4,Tram_Da_Lat,2025-06-23,13.5,95.7,39.3
4,Tram_Da_Lat,2025-06-24,15.0,83.9,39.4
4,Tram_Da_Lat,2025-06-25,11.6,69.4,16.5
4,Tram_Da_Lat,2025-06-26,18.9,85.3,48.9
4,Tram_Da_Lat,2025-06-27,11.5,66.0,16.0
4,Tram_Da_Lat,2025-06-28,18.0,86.3,0.4
4,Tram_Da_Lat,2025-06-29,18.2,89.7,19.2
4,Tram_Da_Lat,2025-06-30,11.3,90.7,34.9
4,Tram_Da_Lat,2025-07-01,14.0,66.4,20.2
4,Tram_Da_Lat,2025-07-02,23.7,95.7,35.9
4,Tram_Da_Lat,2025-07-03,12.4,96.8,3.6
4,Tram_Da_Lat,2025-07-04,NA,86.2,20.9
4,Tram_Da_Lat,2025-07-05,25.7,81.6,32.6
4,Tram_Da_Lat,2025-07-06,25.1,71.0,45.7
4,Tram_Da_Lat,2025-07-07,25.3,86.4,10.8
4,Tram_Da_Lat,2025-07-08,19.6,63.7,1.9
4,Tram_Da_Lat,2025-07-09,20.6,87.0,39.4
4,Tram_Da_Lat,2025-07-10,14.5,92.2,1.2
4,Tram_Da_Lat,2025-07-11,14.5,77.6,28.3
4,Tram_Da_Lat,2025-07-12,25.5,75.5,2.4
4,Tram_Da_Lat,2025-07-13,23.8,80.9,41.1
4,Tram_Da_Lat,2025-07-14,15.0,85.4,8.5
4,Tram_Da_Lat,2025-07-15,19.9,68.9,4.1
4,Tram_Da_Lat,2025-07-16,26.6,77.6,22.0
4,Tram_Da_Lat,2025-07-17,27.4,91.5,4.5
4,Tram_Da_Lat,2025-07-18,15.8,80.8,33.6
4,Tram_Da_Lat,2025-07-19,20.2,80.6,43.8
4,Tram_Da_Lat,2025-07-20,12.4,72.9,32.9
4,Tram_Da_Lat,2025-07-21,15.6,74.4,25.3
4,Tram_Da_Lat,2025-07-22,NA,88.1,47.9
4,Tram_Da_Lat,2025-07-23,13.8,65.4,27.9
4,Tram_Da_Lat,2025-07-24,17.3,69.6,44.5
4,Tram_Da_Lat,2025-07-25,13.2,91.3,20.4
4,Tram_Da_Lat,2025-07-26,24.5,62.8,36.5
4,Tram_Da_Lat,2025-07-27,10.8,72.2,24.6
4,Tram_Da_Lat,2025-07-28,19.8,76.4,25.7
4,Tram_Da_Lat,2025-07-29,13.5,97.3,39.9
4,Tram_Da_Lat,2025-07-30,26.9,84.3,15.6
4,Tram_Da_Lat,2025-07-31,27.4,95.4,17.9
4,Tram_Da_Lat,2025-08-01,12.2,93.9,27.0
4,Tram_Da_Lat,2025-08-02,10.0,65.0,49.2
4,Tram_Da_Lat,2025-08-03,14.3,73.0,1.4
4,Tram_Da_Lat,2025-08-04,11.3,63.9,28.1
4,Tram_Da_Lat,2025-08-05,25.3,62.7,7.1
4,Tram_Da_Lat,2025-08-06,26.9,97.5,4.3
4,Tram_Da_Lat,2025-08-07,23.6,83.9,37.5
4,Tram_Da_Lat,2025-08-08,20.2,99.8,12.8
4,Tram_Da_Lat,2025-08-09,15.2,85.7,18.8
4,Tram_Da_Lat,2025-08-10,27.9,67.8,11.6
4,Tram_Da_Lat,2025-08-11,19.8,87.2,4.8
4,Tram_Da_Lat,2025-08-12,25.8,67.9,48.1
4,Tram_Da_Lat,2025-08-13,26.8,77.7,6.9
4,Tram_Da_Lat,2025-08-14,20.1,75.4,15.7
4,Tram_Da_Lat,2025-08-15,14.9,79.3,31.7
4,Tram_Da_Lat,2025-08-16,21.3,75.2,37.6
4,Tram_Da_Lat,2025-08-17,15.7,79.2,45.0
4,Tram_Da_Lat,2025-08-18,10.8,60.7,40.6
4,Tram_Da_Lat,2025-08-19,18.4,97.1,45.7
4,Tram_Da_Lat,2025-08-20,22.3,75.8,26.1
4,Tram_Da_Lat,2025-08-21,14.7,65.0,4.8
4,Tram_Da_Lat,2025-08-22,27.9,67.1,22.1
4,Tram_Da_Lat,2025-08-23,24.6,95.0,37.0
4,Tram_Da_Lat,2025-08-24,13.1,86.3,0.3
4,Tram_Da_Lat,2025-08-25,22.4,81.2,42.9
4,Tram_Da_Lat,2025-08-26,23.7,96.3,22.3
4,Tram_Da_Lat,2025-08-27,13.6,63.1,29.8
4,Tram_Da_Lat,2025-08-28,24.0,65.5,2.1
4,Tram_Da_Lat,2025-08-29,20.0,91.2,43.1
4,Tram_Da_Lat,2025-08-30,21.2,86.6,26.8
4,Tram_Da_Lat,2025-08-31,19.8,83.7,10.7
4,Tram_Da_Lat,2025-09-01,22.0,77.3,5.5
4,Tram_Da_Lat,2025-09-02,24.6,74.2,14.7
4,Tram_Da_Lat,2025-09-03,17.4,81.4,6.7
4,Tram_Da_Lat,2025-09-04,14.3,88.0,16.4
4,Tram_Da_Lat,2025-09-05,22.7,64.1,22.4
4,Tram_Da_Lat,2025-09-06,23.6,98.8,14.4
4,Tram_Da_Lat,2025-09-07,13.0,77.5,29.6
4,Tram_Da_Lat,2025-09-08,23.2,81.8,15.6
4,Tram_Da_Lat,2025-09-09,21.5,63.9,6.4
4,Tram_Da_Lat,2025-09-10,27.4,89.6,6.2
4,Tram_Da_Lat,2025-09-11,19.9,73.3,15.5
4,Tram_Da_Lat,2025-09-12,11.8,77.4,29.7
4,Tram_Da_Lat,2025-09-13,17.8,63.5,8.2
4,Tram_Da_Lat,2025-09-14,26.5,71.0,7.6
4,Tram_Da_Lat,2025-09-15,27.6,67.3,25.5
4,Tram_Da_Lat,2025-09-16,13.0,73.7,2.7
4,Tram_Da_Lat,2025-09-17,24.8,96.3,27.0
4,Tram_Da_Lat,2025-09-18,19.9,99.1,42.6
4,Tram_Da_Lat,2025-09-19,21.2,91.4,44.1
4,Tram_Da_Lat,2025-09-20,23.9,67.5,47.0
4,Tram_Da_Lat,2025-09-21,14.3,74.6,42.8
4,Tram_Da_Lat,2025-09-22,20.4,64.7,5.6
4,Tram_Da_Lat,2025-09-23,26.5,61.5,46.5
4,Tram_Da_Lat,2025-09-24,17.5,74.5,10.7
4,Tram_Da_Lat,2025-09-25,10.8,68.3,32.9
4,Tram_Da_Lat,2025-09-26,16.0,69.0,25.0
4,Tram_Da_Lat,2025-09-27,20.2,96.2,16.6
4,Tram_Da_Lat,2025-09-28,19.7,71.2,8.8
4,Tram_Da_Lat,2025-09-29,25.5,79.6,45.1
4,Tram_Da_Lat,2025-09-30,16.1,64.2,7.2
4,Tram_Da_Lat,2025-10-01,12.7,70.5,38.0
4,Tram_Da_Lat,2025-10-02,10.5,64.6,47.4
4,Tram_Da_Lat,2025-10-03,13.4,92.6,17.9
4,Tram_Da_Lat,2025-10-04,12.7,89.2,43.8
4,Tram_Da_Lat,2025-10-05,16.7,78.4,49.3
4,Tram_Da_Lat,2025-10-06,13.7,76.4,29.8
4,Tram_Da_Lat,2025-10-07,17.6,83.9,27.4
4,Tram_Da_Lat,2025-10-08,18.0,66.1,23.7
4,Tram_Da_Lat,2025-10-09,12.4,79.7,0.9
4,Tram_Da_Lat,2025-10-10,26.0,81.1,18.4
4,Tram_Da_Lat,2025-10-11,14.4,85.0,32.8
4,Tram_Da_Lat,2025-10-12,17.3,60.3,3.3
4,Tram_Da_Lat,2025-10-13,22.8,98.9,4.6
4,Tram_Da_Lat,2025-10-14,11.9,86.2,12.8
4,Tram_Da_Lat,2025-10-15,24.1,75.2,27.6
4,Tram_Da_Lat,2025-10-16,10.9,63.5,43.0
4,Tram_Da_Lat,2025-10-17,23.8,62.3,49.3
4,Tram_Da_Lat,2025-10-18,17.2,77.5,14.7
4,Tram_Da_Lat,2025-10-19,26.9,71.4,16.7
4,Tram_Da_Lat,2025-10-20,17.8,89.0,0.5
4,Tram_Da_Lat,2025-10-21,15.5,82.2,10.6
4,Tram_Da_Lat,2025-10-22,13.6,94.8,42.0
4,Tram_Da_Lat,2025-10-23,12.8,94.4,49.0
4,Tram_Da_Lat,2025-10-24,14.6,61.8,47.7
4,Tram_Da_Lat,2025-10-25,19.4,72.7,43.8
4,Tram_Da_Lat,2025-10-26,23.6,62.6,11.9
4,Tram_Da_Lat,2025-10-27,21.2,68.6,20.9
4,Tram_Da_Lat,2025-10-28,20.9,87.2,2.6
4,Tram_Da_Lat,2025-10-29,22.1,70.8,9.4
4,Tram_Da_Lat,2025-10-30,14.0,71.7,25.3
4,Tram_Da_Lat,2025-10-31,10.2,99.9,24.8
4,Tram_Da_Lat,2025-11-01,11.3,82.1,17.5
4,Tram_Da_Lat,2025-11-02,20.3,83.4,48.1
4,Tram_Da_Lat,2025-11-03,10.6,91.1,1.4
4,Tram_Da_Lat,2025-11-04,22.3,88.6,25.2
4,Tram_Da_Lat,2025-11-05,17.4,74.3,39.6
4,Tram_Da_Lat,2025-11-06,14.0,94.5,19.1
4,Tram_Da_Lat,2025-11-07,25.2,87.1,29.8
4,Tram_Da_Lat,2025-11-08,17.1,76.4,44.9
4,Tram_Da_Lat,2025-11-09,NA,78.1,33.3
4,Tram_Da_Lat,2025-11-10,11.4,78.3,28.6
4,Tram_Da_Lat,2025-11-11,10.5,88.2,18.3
4,Tram_Da_Lat,2025-11-12,11.4,86.8,22.9
4,Tram_Da_Lat,2025-11-13,12.8,82.1,23.1
4,Tram_Da_Lat,2025-11-14,19.4,94.4,7.4
4,Tram_Da_Lat,2025-11-15,12.2,87.2,39.6
4,Tram_Da_Lat,2025-11-16,19.2,90.1,23.2
4,Tram_Da_Lat,2025-11-17,13.3,99.1,25.1
4,Tram_Da_Lat,2025-11-18,17.0,78.7,26.7
4,Tram_Da_Lat,2025-11-19,17.0,93.1,18.3
4,Tram_Da_Lat,2025-11-20,27.3,86.6,8.2
4,Tram_Da_Lat,2025-11-21,24.2,79.5,32.2
4,Tram_Da_Lat,2025-11-22,23.6,61.3,40.4
4,Tram_Da_Lat,2025-11-23,23.9,68.0,19.6
4,Tram_Da_Lat,2025-11-24,18.4,61.0,44.8
4,Tram_Da_Lat,2025-11-25,18.3,88.7,15.1
4,Tram_Da_Lat,2025-11-26,17.1,76.8,26.4
4,Tram_Da_Lat,2025-11-27,18.1,79.6,47.1
4,Tram_Da_Lat,2025-11-28,16.6,68.9,19.8
4,Tram_Da_Lat,2025-11-29,26.5,87.8,8.0
4,Tram_Da_Lat,2025-11-30,18.5,84.8,45.2
4,Tram_Da_Lat,2025-12-01,19.4,79.2,18.2
4,Tram_Da_Lat,2025-12-02,10.6,74.6,42.8
4,Tram_Da_Lat,2025-12-03,14.9,98.3,24.3
4,Tram_Da_Lat,2025-12-04,23.7,84.5,49.2
4,Tram_Da_Lat,2025-12-05,15.9,82.7,5.4
4,Tram_Da_Lat,2025-12-06,14.1,73.4,45.3
4,Tram_Da_Lat,2025-12-07,10.3,95.5,29.2
4,Tram_Da_Lat,2025-12-08,23.6,62.3,37.0
4,Tram_Da_Lat,2025-12-09,17.4,85.7,35.1
4,Tram_Da_Lat,2025-12-10,16.0,89.8,35.9
4,Tram_Da_Lat,2025-12-11,18.2,93.7,23.3
4,Tram_Da_Lat,2025-12-12,19.5,68.4,15.7
4,Tram_Da_Lat,2025-12-13,23.5,80.4,48.0
4,Tram_Da_Lat,2025-12-14,21.5,90.0,41.6
4,Tram_Da_Lat,2025-12-15,20.3,64.5,18.1
4,Tram_Da_Lat,2025-12-16,11.4,77.7,47.3
4,Tram_Da_Lat,2025-12-17,12.0,65.2,25.1
4,Tram_Da_Lat,2025-12-18,18.7,60.1,27.8
4,Tram_Da_Lat,2025-12-19,20.4,80.8,6.6
4,Tram_Da_Lat,2025-12-20,25.7,84.9,50.0
4,Tram_Da_Lat,2025-12-21,26.5,93.3,28.7
4,Tram_Da_Lat,2025-12-22,22.7,81.3,23.5
4,Tram_Da_Lat,2025-12-23,20.8,87.2,29.0
4,Tram_Da_Lat,2025-12-24,11.2,74.5,16.3
4,Tram_Da_Lat,2025-12-25,14.1,82.7,36.4
4,Tram_Da_Lat,2025-12-26,12.9,91.0,29.1
4,Tram_Da_Lat,2025-12-27,11.9,65.5,48.6
4,Tram_Da_Lat,2025-12-28,23.5,97.8,44.7
4,Tram_Da_Lat,2025-12-29,19.3,69.1,46.3
4,Tram_Da_Lat,2025-12-30,26.4,74.6,42.9
4,Tram_Da_Lat,2025-12-31,26.1,97.2,27.8
4,Tram_Da_Lat,2026-01-01,11.3,61.2,33.3
4,Tram_Da_Lat,2026-01-02,24.2,84.6,31.2
4,Tram_Da_Lat,2026-01-03,19.4,76.2,45.6
4,Tram_Da_Lat,2026-01-04,22.7,64.2,12.5
4,Tram_Da_Lat,2026-01-05,27.9,76.6,21.7
4,Tram_Da_Lat,2026-01-06,14.4,91.9,33.8
4,Tram_Da_Lat,2026-01-07,25.9,92.0,12.5
4,Tram_Da_Lat,2026-01-08,17.5,79.3,38.6
4,Tram_Da_Lat,2026-01-09,27.6,67.9,18.5
4,Tram_Da_Lat,2026-01-10,15.1,97.4,48.9
4,Tram_Da_Lat,2026-01-11,24.0,99.8,34.3
4,Tram_Da_Lat,2026-01-12,26.4,61.9,36.5
4,Tram_Da_Lat,2026-01-13,11.5,85.6,13.6
4,Tram_Da_Lat,2026-01-14,14.6,77.6,18.8
4,Tram_Da_Lat,2026-01-15,15.9,81.5,40.7
4,Tram_Da_Lat,2026-01-16,14.3,68.7,39.8
4,Tram_Da_Lat,2026-01-17,20.6,97.8,41.5
4,Tram_Da_Lat,2026-01-18,14.1,62.3,16.0
4,Tram_Da_Lat,2026-01-19,23.7,85.5,8.4
4,Tram_Da_Lat,2026-01-20,17.9,65.0,15.7
4,Tram_Da_Lat,2026-01-21,22.9,77.8,19.5
4,Tram_Da_Lat,2026-01-22,15.4,64.6,26.9
4,Tram_Da_Lat,2026-01-23,26.8,60.4,40.1
4,Tram_Da_Lat,2026-01-24,14.4,86.9,37.2
4,Tram_Da_Lat,2026-01-25,25.2,91.0,13.0
4,Tram_Da_Lat,2026-01-26,17.2,94.5,17.1
4,Tram_Da_Lat,2026-01-27,11.2,77.6,11.5
4,Tram_Da_Lat,2026-01-28,23.9,63.2,50.0
